ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00095,C9383,2025-12-01 05:26:45,1360,5,12.79,Beauty,Other,High,"--- Subject: Urgent Beauty Item Issue Dear Support Team, I recently purchased a Beauty item from your platform and it arrived damaged. I have attached a picture of the damaged product for your reference. I would like to request for a replacement or a refund immediately. This is a major inconvenience and I am extremely frustrated. Please let me know how I can proceed to resolve this issue. Thank you for your prompt attention to this matter.",1
T00096,C4993,2025-12-13 05:46:53,38,1,3.36,Home,Delivery,Medium,"Subject: Delivery issue with Home item purchase Dear Support, I hope this message finds you well. I recently purchased a Home item from your platform and was wondering if there's been any update on its delivery status. I've been trying to track it through the carrier's website, but it's not showing any updates yet. Is there anything I should know or any action I need to take to ensure a timely delivery? Thank you for your",0
T00097,C6494,2025-11-02 06:48:31,1353,0,41.23,Groceries,Delivery,Medium,"Subject: Groceries Delivery Issue Dear Support Team, I am writing to report an issue with my recent groceries order. The item I ordered, a carton of eggs, did not arrive in my expected delivery time. I checked my tracking number and it shows that the package is still en route to me. Could you please look into this matter and let me know if there is anything I can do to expedite the delivery or resolve this issue?",0
T00098,C9121,2025-10-25 07:31:48,618,2,42.78,Electronics,Delivery,High,"Dear Support Team, My Electronics item has not been delivered yet, despite the estimated delivery date of 3 days ago. I have tried contacting the courier, but they are unresponsive. This is a critical delivery as it is for a work project and I am really frustrated with the delay. Please help me resolve this issue as soon as possible. Thank you for your assistance.",1
T00099,C7074,2025-11-03 01:22:26,703,4,8.29,Groceries,Payment,High,"I was trying to pay for my groceries order today, but my payment method failed. I'm extremely frustrated and need this resolved ASAP as I urgently need these items.",1
T00100,C8700,2025-12-18 04:01:22,1410,1,44.1,Clothing,Refund,Medium,"--- Dear Support Team, I am writing in regards to a refund issue with a clothing item that I purchased recently. Upon receiving the product, I discovered that it did not fit properly and I would like to request a full refund. Thank you for your assistance in this matter. Best regards, Amina",0
T00101,C1927,2025-12-04 14:00:55,749,0,11.29,Electronics,Refund,Medium,"""Hi there, I recently purchased an Electronics item from your store, but I am not satisfied with it. Can you please guide me through the process of requesting a refund?"" ""Hello, I am having an issue with the Electronics item that I purchased from your store. Can you please advise me on how to proceed with obtaining a refund?""",0
T00102,C9667,2025-12-07 02:53:51,1280,3,26.88,Home,Product,High,I purchased a [Product name] recently and it's not functioning as advertised. I've tried charging it multiple times but it doesn't seem to charge. I need this item urgently for an important project and I'm extremely frustrated with the situation.,1
T00103,C4476,2025-12-03 01:53:49,493,3,29.17,Home,Product,High,"Title: Home item defect arrived damaged Description: Hello, I recently purchased a Home item from your platform, but unfortunately, it arrived damaged. The product had visible scratches and dents upon arrival. I would like to request a replacement or a refund for this defective item. Thank you for your help in resolving this matter promptly.",1
T00104,C8690,2026-01-01 15:12:37,505,0,9.15,Electronics,Product,Medium,"Subject: Problem with Electronics Product Dear support team, I am writing to report an issue with an electronics product I purchased from your store. The product arrived damaged and I am having trouble getting it to function properly. Could you please assist me in resolving this matter? Thank you, Aisha",0
T00105,C1545,2026-01-03 08:53:43,1136,2,23.91,Groceries,Delivery,Low,"Subject: Delivery issue for Groceries order ""Hi there, I'm writing to report an issue with the delivery of my groceries order. The item I ordered was not delivered on the expected date, and I'm concerned about the status of my order. Could you please look into this matter and provide me with an update on when I can expect my groceries to arrive?""",0
T00106,C3300,2025-11-10 22:57:53,1634,2,27.86,Clothing,Product,Medium,"Dear Support Team, I am writing to report an issue with a clothing item that I purchased from your website. The product arrived damaged and I would like to request a replacement or a refund. Thank you for your assistance. I recently purchased a clothing item from your website and it arrived damaged. I am requesting a replacement or a refund. Thank you for your help.",0
T00107,C3870,2025-11-26 03:05:16,1912,2,46.15,Beauty,Other,High,"Subject: Urgent Help Required for a Beauty Product I recently purchased a beauty product from your website, and I have encountered an issue. The product arrived damaged and I was not able to use it. I would greatly appreciate it if you could assist me in resolving this matter promptly. Thank you for your help.",1
T00108,C1461,2025-12-08 14:39:50,514,0,22.94,Home,Refund,High,"I recently purchased a new home item, but it arrived damaged. I am very frustrated and would like to request a full refund immediately. Can you please assist me with this matter?",1
T00109,C1427,2025-10-24 16:58:28,130,0,19.69,Home,Other,Low,"A few days ago I purchased a Home item from your website. When I went to use it for the first time, I found that there was a small dent on the item. I would like to discuss the issue and see if there is anything that can be done to address it.",0
T00110,C5043,2025-10-15 03:59:16,437,1,21.16,Clothing,Refund,High,"""I recently purchased a clothing item from your website and received a defective product. I have tried to contact customer service multiple times but have not received a resolution. I am extremely disappointed and frustrated with the lack of communication and resolution. Can someone please assist me in resolving this issue as soon as possible?""",1
T00111,C4732,2025-12-08 06:51:19,1729,0,25.38,Groceries,Delivery,High,"Subject: Urgent delivery issue with Groceries order I'm writing to report a major problem with my recent Groceries order. The items in my order were supposed to be delivered yesterday, but they haven't arrived yet. I'm extremely frustrated with this situation and would greatly appreciate if you could look into the matter and provide me with a prompt resolution.",1
